boro	zone	groupid	groupname	Date of Last Contact (from 7/22/16 Meeting Book file)	city	state	zipcode	Note																	
M	8	13722	PROMISES TWO FOR ONE	12/01/2013	New York	NY	10031	Missing Year																	
M	3	14890	TRANSGENDER FOCUS	12/01/2013			10011	Missing Year																	
BK	8	30300	BIG BOOK DISCUSSION	12/01/2013	Brooklyn	NY	11229	Missing Year																	
BK	2	30550	CHAPEL STREET V.A.	12/01/2013	Brooklyn	NY	11201	Missing Year																	
BK	3	30990	GOOD MORNING SOBRIETY	12/01/2013			11238	Missing Year																	
SI	2	41240	VICTORY GROUP	12/01/2013	Staten Island	NY	10314	Missing Year																	
Q	9	51090	FORT TILDEN FEELINGS	12/01/2013	Breezy Pt	NY	11691	Missing Year																	
N		60440	FREEPORT (:I)	12/01/2013	Freeport	NY	11520	Missing Year																	
N		61320	NEW HYDE PARK	12/01/2013	New Hyde Park	NY	11040	Missing Year																	
R		100210	THRUWAY MEN'S GROUP ( :I )	12/01/2013	New City	NY	10956	Missing Year																	
PD		120440	PATTERSON	12/01/2013	Patterson	NY	12563	Missing Year																	
R		200215	THRUWAY MEN'S GROUP ( :II )	12/01/2013			10977	Missing Year																	
SI	4	2T	SISTERS IN SOBRIETY	12/01/2013			10312	Missing Year																	
M	4	7N	ARTISTS IN RECOVERY	12/01/2013			10036	Missing Year																	
M	7	8R	OUR PRIMARY PURPOSE	12/01/2013			10021	Missing Year																	
M	5	11000	CITY GROUP	12/13/2013	New York	NY	10022																		
M	3	10300	ALIVE AGAIN	02/24/2014	New York	NY	10003																		
BK	5	30860	FREE SPIRIT	02/25/2014	Brooklyn	NY	11214																		
M	2	10273	AFTERNOON DELIGHT	03/15/2014			10013																		
M	10	10518	HAPPY DESTINY	03/15/2014			10034																		
M	5	11445	EMPIRE STATE	03/15/2014	New York	NY	10016																		
M	8	12900	MID-HARLEM	03/15/2014	New York	NY	10037																		
M	8	13920	RIVERTON	03/15/2014	New York	NY	10027																		
M	3	14100	SECOND AVENUE CLEAN AND DRY	03/15/2014	New York	NY	10009																		
M	2	14804	TEN PLUS	03/15/2014			10014																		
M	3	15040	VILLAGE OPEN DISCUSSION (V.O.D.)	03/15/2014	New York	NY	10011																		
M	3	16415	SUNDAY MORNING MEDITATION	03/15/2014			10010																		
BX	5	21795	UNITED WE STAND	03/15/2014			10467																		
BK	2	30100	A NEW PAIR OF GLASSES	03/15/2014			11217																		
BK	1	31905	THE HOLE IN THE DONUT	03/15/2014			11211																		
BK	2	32515	SOBER LIVING	03/15/2014	Brooklyn	NY	11217																		
Q	9	52460	ROCKAWAY BIG BOOK GROUP	03/15/2014	Rockaway Park	NY	11694																		
Q	9	52930	THIRD STEP GOOD ORDERLY DIRECTION	03/15/2014	Rockaway Beach	NY	11694																		
Q	4	53020	UTOPIA	03/15/2014	Flushing	NY	11366																		
Q	5	53158	WOMEN LIVING IN THE SOLUTION	03/15/2014			11375																		
Q	10	53220	WOODHAVEN	03/15/2014	Woodhaven	NY	11421																		
BX	5	56003	VA VET	03/15/2014			10468																		
W		80870	NEW ROCHELLE IT WORKS	03/15/2014	New Rochelle	NY	10801																		
W	1	81130	PEEKSKILL FIRST THINGS FIRST	03/15/2014			10566																		
PD		120260	GARRISON (:I)	03/15/2014	Garrison	NY	10524																		
PD		120261	GARRISON (:II)	03/15/2014	Garrison	NY	10524																		
SI	4	10F	SERENITY LOUNGE	03/15/2014			10312																		
M	3	11U	AVENUE B CLEAN AND DRY	03/15/2014			10009																		
Q	11	52175 	PRIDE IN WOODSIDE	03/15/2014			11377																		
BK	2	5D	SUNDAY SOLUTION	03/15/2014			11217																		
BK	1	5H	ONE STEP BEYOND	03/15/2014			11211																		
W		7I	BRIARCLIFF MANOR WOMEN'S WEDNESDAYS AT 12:30	03/15/2014			10510																		
Q	6	52690	SOBRIETY FIRST	03/23/2014	Hollis	NY	11412																		
W		81140	PELHAM	03/23/2014	Pelham	NY	10803																		
M	3	0	CROSSROADS	04/02/2014			10011																		
BK	8	30450	WOMEN IN RECOVERY	04/02/2014	Brooklyn	NY	11229																		
W		80521	LARCHMONT (:II)	04/02/2014	Larchmont	NY	10538																		
BK	6	32220	REFUGE	04/30/2014	Brooklyn	NY	11226																		
Q	5	51000	FOREST HILLS	04/30/2014	Forest Hills	NY	11375																		
W		80281	DOBBS FERRY (:ii)	04/30/2014			10522																		
SI	2	1D	STATEN ISLAND FOGGY BOTTOMS	04/30/2014			10302																		
SI	2	3B	JAYWALKERS	04/30/2014			10302																		
M	1	7A	SEAMEN'S GROUP	04/30/2014			10038																		
BX	2	20170	AA ON THE HILL	05/16/2014	Bronx	NY	10456																		
BK	2	11H	ALL ARE WELCOME	05/16/2014			11201																		
M	3	5L	UPON AWAKENING	06/03/2014			10011																		
BX	3	21180	MORRISANIA	06/04/2014	Bronx	NY	10456																		
M	4	7F	MORNING CALL	06/04/2014			10036																		
M	7	3	HUMANISTS TOO	06/13/2014			10128																		
W		6	WHITE PLAINS FELICES EN SOBRIEDAD	06/13/2014			10601																		
M	2	12920	MIDNITE	06/13/2014			10014																		
BK	5	31440	KINGS NIGHT WORKERS	06/13/2014	Brooklyn	NY	11209																		
BK	1	"In meeting book, not originally in excel file, had to be added"	THIS UNGODLY HOUR	06/13/2014	Brooklyn	NY	11211																		
M	7	13020	MONDAY EAST TOPIC	06/26/2014	New York	NY	10028																		
BX	2	21680	SUNDAY MORNING	06/26/2014	Bronx	NY	1045																		
Q	11	53245	WOODSIDE 62ND STREET SHOW UP FOR LIFE	06/26/2014	Woodside	NY	11377																		
M	6	10400	ANSONIA	06/30/2014	New York	NY	10023																		
Q	9	53100	WE	06/30/2014	Rockaway Beach	NY	11693																		
M	6	11465	FAST BREAK	07/01/2014	New York	NY	10023	Missing Year																	
M	6	11466	FAST BREAK WEEKEND	07/01/2014			10023	Missing Year																	
PD		120215	MAHOPAC STRICTLY ALCOHOL	07/01/2014	Carmel	NY	10541	Missing Year																	
M	4	10510	BETWEEN SHOWS	07/08/2014	New York	NY	10036																		
BX	2	20600	GIFT OF SOBRIETY	07/08/2014	Bronx	NY	10457																		
BX	2	20740	GRUPO LOS VENCEDORES	07/08/2014	Bronx	NY	10457																		
BX	2	21140	MID-DAY BEGINNERS	07/08/2014	Bronx	NY	10457																		
BX	2	21380	ONE STEP AHEAD	07/08/2014	Bronx	NY	10457																		
Q	1	50300	ASTORIA WORKSHOP	07/08/2014	Astoria	NY	11102																		
W		80235	CROTON HARMON	07/08/2014	Croton	NY	10520																		
M	6	10810	CENTRAL PARK WEST	07/30/2014	New York	NY	10023																		
M	6	11400	EIGHTIETH STREET	08/05/2014			10024																		
W		81300	RYE HARRISON (:I)	08/05/2014	Rye	NY	10580																		
W		81301	RYE HARRISON (:II)	08/05/2014	Harrison	NY	10528																		
W		81302	RYE HARRISON (:III)	08/05/2014	Rye	NY	10580																		
W		81303	RYE HARRISON (:IV)	08/05/2014	Rye	NY	10580																		
M	4	9174072419	BLUEPRINT FOR LIVING	08/05/2014			10036																		
M	3	10T	NINJAS IN RECOVERY	08/05/2014			10003																		
M	4	56020	TUESDAY SOBER AGNOSTICS	08/08/2014			10001																		
M	2	15460	WOMEN INTO ACTION	08/14/2014	New York	NY	10014																		
BK	5	31360	IT CAN BE DONE	08/14/2014	Brooklyn	NY	11220																		
M	1	11461	EXCHANGE VIEWS @ JOHN STREET CHURCH	08/16/2014			10038																		
M	1	11660	GATEWAY	08/18/2014	New York	NY	10007																		
W		80582	MAMARONECK HARBOR ISLAND ( :II )	08/18/2014	White Plains	NY	10543																		
M	6	12080	HARGRAVE	08/26/2014	New York	NY	10023																		
BK	5	32885	VERAZZANO	08/29/2014	Brooklyn	NY	11209																		
M	7	10450	ATLANTIC GROUP (:I)	09/11/2014	New York	NY	10021																		
M	6	10580	BLOOMINGDALE	09/11/2014	New York	NY	10025																		
Q	9	52980	TWELVE PROMISES	09/11/2014	Rockaway Beach	NY	11694																		
Q	8	52520	ROSEDALE SOBRIETY WITH LOVE	09/23/2014	Rosedale	NY	11422																		
W		80100	ARMONK	09/23/2014	Armonk	NY	10504																		
W		82120	YORKTOWN HEIGHTS	09/23/2014	Yorktown Hgts	NY	10598																		
M	10	10	PROGRESS NOT PERFECTION	10/03/2014			10032																		
M	6	15516	WOMEN'S BEGINNING LITERATURE	10/03/2014			10023																		
BK	2	32528	SOBRIETY IN THE GARDENS	10/09/2014	Brooklyn	NY	11231																		
M	4	15290	WEST 58th STREET STEP	10/27/2014	New York	NY	10019																		
O		110300	HIGHLAND FALLS	10/27/2014	Highland Falls	NY	10928																		
Q	7	50600	CEDAR MANOR	11/11/2014	Jamaica	NY	11420																		
M	10	12260	INWOOD FORT TRYON	11/12/2014	New York	NY	10034																		
W		80260	CROTON-ON-HUDSON GRAND STREET	11/12/2014	Croton-on-Hudson	NY	10520																		
M	10	4A	BRIDGE TO SOBRIETY (:II)	11/12/2014			10040																		
M	4	11480	FIRESIDE (:I) WEEKDAY MEETINGS ONLY	12/05/2014	New York	NY	10019																		
M	6	11520	FIRST THINGS FIRST	12/05/2014	New York	NY	10025																		
M	4	12930	MIDNIGHT IN MIDTOWN	12/05/2014			10036																		
BX	7	22090	ORCHARD BEACH GROUP	12/05/2014			10464																		
Q	3	53445	ELMHURST BIG BOOK GROUP	12/05/2014			11375																		
W		81600	WHITE PLAINS	12/05/2014	White Plains	NY	10601																		
M	4	156401	YOUNG IN 164	12/05/2014			10036																		
M	3	13421	NINTH AVENUE (:II)	12/11/2014	New York	NY	10011																		
Q	2	50360	BAYSIDE HILLS	12/11/2014	Bayside	NY	11364																		
C		90150	GREENWICH 12 AND 12 GROUP	12/11/2014	Greenwich	CT	6830																		
R		100225	NYACK FREEDOM OF CHOICE	12/11/2014	Nyack	NY	10960																		
BK	3	10517	NO SERENITY 'TIL BROOKLYN- MONDAY	12/16/2014			11238																		
BK	3	10517-2	NO SERENITY 'TIL BROOKLYN- SATURDAY	12/16/2014																					
BK	3	10517-3	NO SERENITY 'TIL BROOKLYN- SUNDAY	12/16/2014			11216																		
M	8	12610	LIVING CLEAN AND SOBER ON 121st STREET	12/24/2014	New York	NY	10027																		
BX	6	21875	WEDNESDAYS ON WESTCHESTER SQUARE	12/24/2014			10461																		
SI	1	40785	OPEN ARMS/EXODUS	12/24/2014	Staten Island	NY	10301																		
Q	2	50400	BAYSIDE PRIMARY PURPOSE	12/24/2014	Bayside	NY	11361																		
W		80420	HASTINGS LIGHTEN-UP	12/24/2014	Hastings/Hudson	NY	10706																		
W		80600	MAMARONECK SIMPLY SPEAKING	12/24/2014	Mamaroneck	NY	10543																		
W		80625	YORKTOWN HEIGHTS MOHANSIC MEN'S GROUP	12/24/2014			10598																		
W		81460	SOMERS GRANITE SPRINGS	12/24/2014	Somers	NY	10589																		
Q	9	52660	SERENITY SISTERS	01/14/2015	Breezy Pt.	NY	11697																		
M	7	10780	CENTRAL	01/30/2015	New York	NY	10021																		
M	3	11380	EAST VILLAGE GROUP	01/30/2015	New York	NY	10003																		
M	4	13780	RENAISSANCE	01/30/2015	New York	NY	10017																		
M	5	14000	SATURDAY EAST	01/30/2015	New York	NY	10016																		
M	3	15565	WORKS IN PROGRESS	01/30/2015			10009																		
M	7	15600	YORKVILLE-BUTTERFIELD	01/30/2015	New York	NY	10021																		
BX	5	20560	GETTING IT TOGETHER	01/30/2015			10458																		
BX	8	21990	WOODLAWN WOMEN TO WOMEN	01/30/2015			10470																		
BK	2	30325	BIG BOOK THUMPERS	01/30/2015			11231																		
Q	9	52688	SOBRIETY AND BEYOND	01/30/2015	Breezy Pt	NY	11694																		
W		80200	BRONXVILLE MIRACLES OF MENTAL HEALTH	01/30/2015	Bronxville	NY	10708																		
W		80370	HARRISON LITTLE HOUSE	01/30/2015	Harrison	NY	10528																		
W		81660	WHITE PLAINS EASY DOES IT	01/30/2015			10601																		
M	6	TBD	METROPOLIS MEN'S MEETING	01/30/2015			10025																		
M	3	14990	22 BELOW	02/03/2015	New York	NY	10010																		
BK	5	31720	NEW YOUNG GENERATION	02/03/2015	Brooklyn	NY	11214																		
BK	2	32240	REMSEN STREET	02/03/2015			11201																		
W		82140	YORKTOWN HEIGHTS NOON UNITY	02/03/2015	Yorktown Hts	NY	10598																		
BK	3	10O	LEFFERTS GARDENS	02/10/2015			11225																		
M	4	13420	NINTH AVENUE (:I)	02/13/2015	New York	NY	10001																		
M	8	14680	SUGAR HILL	02/13/2015			10031																		
M	5	15510	WOMEN'S ELEVENTH STEP	02/13/2015	New York	NY	10022																		
BK	4	31100	GRUPO EL SALVADOR	02/13/2015	Brooklyn	NY	11207																		
BK	1	33010	WOMEN IN THE SPIRIT	02/13/2015	Brooklyn	NY	11205																		
Q	6	52720	SOUTH JAMAICA	02/13/2015	Jamaica	NY	11433																		
W		81200	PELHAM WOMEN'S GROUP (:I)	02/13/2015			10803																		
BK	5	6G	SONS OF BILL MEN'S MEETING	02/13/2015			11228																		
M	4	11040	CLEAN AND DRY	03/06/2015	New York	NY	10019																		
BX	6	4O	HOLLYWOOD	03/18/2015			10461																		
M	3	10850	CHELSEA MORNINGS	03/25/2015			10011																		
BK	1	31240	GUTTER BRAVADO	03/30/2015			11211																		
W		81225	PLEASANTVILLE IMPROMPTU	03/30/2015			10570																		
M	6	14960	TURN IT OVER	04/02/2015	New York	NY	10025																		
Q	10	51240	GLENDALE	04/02/2015	Glendale	NY	11385																		
R		100520	PEARL RIVER KEY TO SOBRIETY	04/02/2015	West Nyack	NY	10965																		
O		110460	MONROE SUNRISE	04/02/2015			10950																		
W		81005	OSSINING EYES ON THE PRIZE	04/07/2015	Ossining	NY	10562																		
SF		7G	SAG HARBOR SPIRITUAL SOLUTION	04/07/2015			11963																		
M	3	14055	SAVE HER A SEAT	04/08/2015	New York	NY	10011																		
M	5	14140	SERENITY EAST	04/08/2015	New York	NY	10022																		
Q	5	52880	STEPS TO SOBRIETY	04/10/2015	Forest Hills	NY	11375																		
O		7K	NEWBURGH SAFE N' SOUND	04/10/2015			12550																		
M	7	14327	SOBER WOMEN	04/12/2015	New York	NY	10021																		
W		80650	MONTROSE THE OUTBACK	04/15/2015			10548																		
M	5	16390	GRUPO BRASIL	04/30/2015			10016																		
BK	5	32635	STEPS TO FREEDOM	05/01/2015	Brooklyn	NY	11209																		
Q	5	51031a	SURVIVORS (:II)	05/01/2015			11374																		
M	4	13723	RAINBOW ROOM	05/06/2015	New York	NY	10036																		
M	5	6565	SERENITY EAST (:I)	05/11/2015			10022																		
BK	3	5	PRIMARY PURPOSE	05/22/2015			11238																		
M	2	56001	T&A-TOGETHERNESS & ACTION	05/22/2015																					
BK	2	30380	BROOKLYN	05/27/2015	Brooklyn	NY	11201																		
W		80400	HARTSDALE ARDSLEY (:I)	05/27/2015	Ardsley	NY	10502																		
M	3	3Z	SATURDAY WEEKENDERS	05/27/2015			10009																		
M	8	50625	HARLEM HUMANISTS	06/01/2015			10027																		
R		100255	FELLOWSHIP ROAD	06/01/2015			10965																		
M	8	12827	MEDITATION COMES TO HARLEM	06/02/2015	New York	NY	10027																		
M	6	15390	WITHOUT A PRAYER	06/15/2015			10024																		
M	3	16130	PRIMETIME NYC (II)	06/15/2015			10009																		
BK	3	31860	OCEAN HILL	06/15/2015	Brooklyn	NY	11212																		
W		81480	WHITE PLAINS SUNRISE SOBRIETY	06/15/2015			10603																		
M	8	11R	UPTOWN BIG BOOK WORKSHOP	06/15/2015			10031																		
M	2	2Z	PRIMETIME NYC (I)	06/15/2015			10014																		
M	5	10760	CARLYLE	06/17/2015	New York	NY	10022																		
M	10	13010	THE MISSING LINK	07/07/2015	NY	NY	10040																		
M	2	14180	SHERIDAN SQUARE FOLLIES	07/07/2015	New York	NY	10014																		
M	3	15630	YOUNG AND WISE	07/07/2015	New York	NY	10003																		
BK	6	32600	STARTING POINT	07/07/2015	Brooklyn	NY	11218																		
Q	10	52000	NEW LIFE (:I)	07/07/2015	Middle Village	NY	11379																		
M	2	14382	SOHO (:I)	07/20/2015			10012																		
BK	1	02B	BLEEDING DEACONS	07/21/2015			11211																		
Q	7	50640	CITY LINE	08/04/2015	Ozone Park	NY	11420																		
W		80840	MT. VERNON SOBRIETY UNLIMITED	08/04/2015	Mt. Vernon	NY	10553																		
M	3	11860	GRUPO EL MILAGRO	08/25/2015	New York	NY	10009																		
SI	4	1	THE ONLY REQUIREMENT	09/01/2015			10312																		
Q	1	50265	ASTORIA HEIGHTS	09/01/2015	Astoria	NY	11103																		
Q	1	51210	GIFT OF DESPERATION	09/01/2015			11103																		
M	4	11Q	BIG BOOK MAGIC	09/01/2015			10001																		
BX	4	21240	NEW ATTITUDES	09/14/2015	Bronx	NY	10473																		
M	1	13980	SATURDAY AFTERNOON DISCUSSION	09/15/2015	New York	NY	10007																		
BK	1	31035	GREENPOINT AGNOSTICS & FREETHINKERS	09/15/2015			11222																		
Q	6	51680	JUST STAY GROUP	09/15/2015			11434																		
M	1	14901	TRIBECA GROUP @ ST. MARGARET'S HOUSE	09/19/2015			10038																		
M	6	13400	NINETY-SIXTH STREET WORKSHOP	10/03/2015	New York	NY	10025																		
M	4	14540	STATLER AT NOON	10/03/2015	New York	NY	10001																		
BK	1	31050	GREENPOINT DAY	10/03/2015	Brooklyn	NY	11222																		
PD		2G	POUGHKEEPSIE BRIDGE CITY 164	10/03/2015			12603																		
BX	6	20290	BIG BOOK STUDY	10/24/2015	Bronx	NY	10462																		
BK	1	31820	NORTHSIDE	10/24/2015	Brooklyn	NY	11211																		
M	1	11111	YOUNG PEOPLE'S STEP	11/23/2015			10013																		
M	6	12420	LAMBDA WEST	11/23/2015	New York	NY	10023																		
BX	9	20200	AFTERNOON WORKSHOP	11/23/2015	Bronx	NY	10471																		
W		3D	"POCANTICO HILLS MEN 1,2,3 TO SERENITY"	11/23/2015			10591																		
BK	5	30220	BAY RIDGE	12/05/2015	Brooklyn	NY	11209																		
M	6	0	AFTER EIGHT (:II)	12/12/2015			10023																		
BX	9	9	INDEPENDENCE	12/15/2015			10471																		
M	6	10260	AFTER EIGHT (:I)	12/15/2015	New York	NY	10023																		
BX	5	20260	BAINBRIDGE	12/15/2015	Bronx	NY	10467																		
BX	9	21500	RIVERDALE	12/15/2015	Bronx	NY	10471																		
BK	2	30370	BYOB (Bring Your Own Book)	12/15/2015			11217																		
BK	1	32514	SOBER & OUT	12/15/2015			11222																		
W		80522	LARCHMONT (:III)	12/15/2015			10538																		
W		81440	YORKTOWN HEIGHTS SHRUB OAK STEP BY STEP	12/15/2015	Shrub Oak	NY	10588																		
M	7	"In meeting book, not originally in excel file, had to be added"	NYC BIG BOOK STEP STUDY	12/15/2015	New York	NY	10021																		
W		1	CROTON-ON-HUDSON BIG BOOK BASICS	12/19/2015			10520																		
M	10	11280	DYCKMAN	12/19/2015	New York	NY	10034																		
M	6	14300	SOBER ON SATURDAY	12/19/2015			10023																		
BX	9	20240	BAILEY AVENUE	12/19/2015	Bronx	NY	10463																		
BK	2	30455	BROTHERS IN GRATITUDE	12/19/2015			11201																		
BK	2	31570	MEDITATION IN SOBRIETY	12/19/2015			11217																		
BK	2	32770	TIGHTROPE IN THE SLOPE	12/19/2015			11245																		
Q	10	51830	LIVING SOBER	12/19/2015	Woodhaven	NY	11421																		
Q	9	52490	ROXBURY MEN'S GROUP	12/19/2015	Breezy Pt	NY	11697																		
Q	6	52963	TRADITIONS	12/19/2015	St. Albans	NY	11434																		
Q	11	53115	WESTERN QUEENS AGNOSTICS	12/19/2015			11377																		
W		80690	MT. KISCO LEONARD PARK (:I)	12/19/2015	Mt. Kisco	NY	10549																		
W		80980	NEW ROCHELLE WELCOME	12/19/2015	New Rochelle	NY	10801																		
M	3	"In meeting book, not originally in excel file, had to be added"	ANNEX (II)	12/19/2015	New York	NY	10011																		
Q	1	51940	NEVER TOO YOUNG	12/28/2015	Astoria	NY	11102																		
M	2	12070	"HAPPY, JOYOUS AND FREE"	01/04/2016			10014																		
Q	1	50560	BROADWAY-STEINWAY	01/04/2016	Astoria	NY	11106																		
W		81420	SCARSDALE HELPING HAND	01/04/2016	Scarsdale	NY	10583																		
BK	1	33385	LAFAYETTE/CLINTON GROUP	01/05/2016			11205																		
BK	1	10U	BROOKLYN ARTISTS IN RECOVERY	01/05/2016			11205																		
BK	5	31985	OUR SOLUTION	01/07/2016			11209																		
M	1	11459	EXCHANGE VIEWS @ ST. MARGARET'S HOUSE	01/13/2016			10038																		
M	7	10640	BREAKING THROUGH	01/29/2016	New York	NY	10021																		
M	3	13540	P.A.X	01/29/2016	New York	NY	10010																		
M	6	13360	NIGHT LIGHT	02/03/2016	New York	NY	10025																		
BK	6	31900	OLD PARK SLOPE CATON	02/03/2016	Brooklyn	NY	11226																		
W		80223	SCARSDALE CARRY THIS MESSAGE	02/03/2016			10583																		
Q	4	52000-1	NEW SHADES	02/03/2016			11358																		
Q	9	50405	BELIEVE	02/04/2016			11693																		
BK	1	2X	SOBER SUNDAY	02/18/2016			11222																		
M	7	12480	LENOX HILL	02/23/2016	New York	NY	10128																		
Q	6	52540	ROSEDALE SPRINGFIELD	02/23/2016	Sprngfld Gdns	NY	11434																		
M	7	13480	OPEN BOOK	03/01/2016			10021																		
BX	7	20400	CITY ISLAND	03/01/2016	Bronx	NY	10464																		
Q	4	50785	DELIVERANCE	03/01/2016			1357																		
W		80401	HARTSDALE ARDSLEY (:II)	03/01/2016	Scarsdale	NY	10583																		
BK	2	30970	GIRLS GONE MILD	03/30/2016			11201																		
M	8	10475	BASEMENT DWELLERS	04/05/2016			10009																		
M	7	12600	LIVE AND LET LIVE	04/05/2016	New York	NY	10021																		
M	10	13760	REFLEXIONES	04/05/2016			10033																		
M	3	14816	THE 12th STREET WORKSHOP	04/05/2016			10009																		
M	10	15120	WASHINGTON HEIGHTS (:I)	04/05/2016	New York	NY	10033																		
M	3	15542	WOMEN'S SATURDAY ELEVENTH STEP MEDITATION	04/05/2016	New York	NY	10003																		
M	3	16170	GRATEFUL GROUP OF A.A.	04/05/2016			10003																		
M	2	16380	NOT A GLUM LOT	04/05/2016																					
M	2	16435	GOOSEBUMPS	04/05/2016																					
M	1	16530	TRIANGLE GROUP	04/05/2016			10013																		
BK	4	30975	GIVE YOURSELF A BREAK	04/05/2016			11207																		
BK	1	31465	KOBIECE SPRAWY (Women Matters)	04/05/2016			11222																		
BK	6	31595	MORNINGS IN MIDWOOD	04/05/2016			11223																		
BK	2	32200	RECOVERY BACK IN RED HOOK	04/05/2016																					
BK	6	32900	WE CAN	04/05/2016	Brooklyn	NY	11210																		
BK	1	33155	THE BUSHWICK MEETING	04/05/2016			11206																		
SI	1	40350	EYE OPENER	04/05/2016	Staten Island	NY	10301																		
SI	1	40480	FRIENDS OF BILL W.	04/05/2016	Staten Island	NY	10304																		
SI	2	40925	SATURDAY WOMEN'S MEETING	04/05/2016			10302																		
Q	1	50100	A DAY AT A TIME	04/05/2016	Astoria	NY	11102																		
Q	1	50290	ASTORIA TOPIC	04/05/2016	Astoria	NY	11102																		
Q	4	53120	WHITESTONE	04/05/2016	Whitestone	NY	11357																		
W		80280	DOBBS FERRY (:I)	04/05/2016			10522																		
W		81380	SCARSDALE CRANE ROAD	04/05/2016	Scarsdale	NY	10583																		
PD		120245	FRIDAY BEGINNERS	04/05/2016			10516																		
M	6	3R	ROUTES	04/05/2016			10024																		
PD		5J	MAHOPAC WIT'S END	04/05/2016			10541																		
Q	8	50580	CAMBRIA HEIGHTS	04/06/2016			11411																		
Q	11	50590	CEAD MILE FAILTE	04/06/2016	Woodside	NY	11377																		
Q	1	51937	MORNING MEDICINE	04/06/2016	Astoria	NY	11105																		
Q	1	52050	NOT A MINUTE TOO SOON	04/06/2016	Astoria	NY	11105																		
Q	2	52060	OAKLAND GARDENS	04/06/2016	Queens Village	NY	11361																		
W		81240	PLEASANTVILLE MAPLE HILL	04/06/2016	Pleasantville	NY	10570																		
Q	11	4S	SUNDAY 103	04/06/2016			11372																		
M	2	13755	RED DOOR	04/07/2016	New York	NY	10014																		
Q	10	52830	STARTING OVER	04/07/2016	Middle Village	NY	11379																		
Q	11	52905	THE WAY IT WAS	04/07/2016																					
Q	11	53410	A VISION FOR YOU	04/07/2016			11377																		
Q	5	52130 	MESSAGE ON METRO	04/07/2016			11375																		
BK	2	31000	GREAT FACT BIG BOOK STUDY GROUP OF BROOKLYN	04/08/2016	Brooklyn	NY	11201																		
BK	2	32821	TRANSGENDER RECOVERING ALCOHOLICS NAVIGATING SOBRIETY	04/08/2016			11245																		
Q	8	50460	BELLEROSE DAILY REPRIEVE	04/08/2016	Bellerose	NY	11426	“BELLEROSE BIG BOOK STUDY”																	
Q	8	50470	BELLEROSE HOPE	04/08/2016	Bellerose	NY	11426																		
Q	1	51710	L.I.C. GOT-DRY	04/08/2016	LIC	NY	11101																		
Q	6	51935	MORNING MADNESS	04/08/2016	Jamaica	NY	11432																		
Q	11	53080	WAY OF LIFE	04/08/2016	Jackson Hts	NY	11372																		
PD		120400	MAHOPAC PLUG IN THE JUG	04/08/2016	Mahopac	NY	10542																		
M	1	11E	MEDITATION MEETING	04/08/2016			10013																		
BK	1	31350	INTO ACTION	04/26/2016			11222																		
M	1	15635	YOUNG PEOPLE'S DIVERSITY	04/27/2016			10013																		
BX	6	21650	STAYING SOBER	04/28/2016	Bronx	NY	10465																		
BX	6	21820	VAN NEST	04/28/2016	Bronx	NY	10461																		
BK	3	30112	STORYBOOK THEATRE	04/28/2016			11237																		
Q	1	50240	ASTORIA GROUP	04/28/2016	Astoria	NY	11103																		
Q	2	50340	BAYSIDE	04/28/2016	Bayside	NY	11364																		
Q	2	50660	CLEARVIEW	04/28/2016	Bayside	NY	11361																		
Q	4	51420	HARDHEADS	04/28/2016	Bayside	NY	11358																		
W		8H	YONKERS THANKSGIVING GROUP	04/28/2016			10705																		
M	1	14900	TRIBECA GROUP @ Elizabeth Seton Shrine	05/03/2016	New York	NY	10004																		
BX	6	21760	TREMONT	05/03/2016	Bronx	NY	10461																		
BX	6	11N	MIRACLES	05/03/2016			10465																		
M	2	11740	GREENWICH VILLAGE	05/09/2016	New York	NY	10014																		
Q	6	50210	NEW SPIRIT	05/09/2016	Jamaica	NY	11433																		
Q	5	51780	LIGHTHOUSE REGO PARK	05/09/2016	Rego Park	NY	11379																		
W		81290	RYE BROOK GROUP	05/09/2016	Port Chester	NY	10573																		
W		82060	YONKERS PLAIN AND SIMPLE	05/09/2016	Yonkers	NY	10701																		
W		82130	YORKTOWN HEIGHTS GRATEFUL SOBRIETY	05/09/2016	Yorktown Hts	NY	10598																		
M	7	14160	SEVENTY-NINTH STREET WORKSHOP	05/12/2016	New York	NY	10021																		
W		80780	MT. VERNON	05/12/2016	Mt. Vernon	NY	10550																		
M	1	N/A	S.O.B.E.R.	05/12/2016			10007																		
M	9	12100	HARLEM 1 PM RECOVERY	05/13/2016	New York	NY	10035																		
M	6	13100	MORNINGSIDE	05/13/2016	New York	NY	10025																		
M	7	13550	PARK BENCH (:II)	05/13/2016			10021																		
M	4	9S	PARK BENCH (:I)	05/13/2016			10019																		
M	8	10460	ATTITUDE ADJUSTMENT	05/17/2016	New York	NY	10031																		
M	5	13140	MUSTARD SEED	05/17/2016	New York	NY	10016																		
BX	6	20510	FRESH START GROUP	05/17/2016			10461																		
BK	4	32595	SPRING CREEK	05/17/2016			11207																		
SI	1	40160	ATTITUDE ADJUSTMENT	05/17/2016	Staten Island	NY	10310																		
Q	7	50500	BILL W. GROUP	05/17/2016	Richmond Hill	NY	11420																		
Q	4	50680	COLLEGE POINT MALBA	05/17/2016	College Point	NY	11356																		
Q	4	50690	THREE IN ONE	05/17/2016	College Pt	NY	11356																		
Q	6	52560	SAFE HARBOUR	05/17/2016	Jamaica	NY	11432																		
